idx,im_std,clicks,spent,success
575,0.7323963040126897,80,131.7800006,1.0
576,-0.25278354362537625,20,29.91000021,1.0
577,-0.07154360144775544,28,46.7900002,1.0
578,-0.5405708939908251,2,3.189999938,-1.0
579,-0.3881323878039604,10,16.67999983,-1.0
580,-0.4057208313413882,7,11.11000013,-1.0
581,0.6229809020322652,81,127.5699993,-1.0
582,-0.45159274543545763,8,11.00999999,-1.0
583,-0.5364655383278444,2,3.599999905,-1.0
584,-0.2313647137294976,18,33.65999997,-1.0
585,-0.2782757560092904,21,33.3499999,-1.0
586,0.5385333523666513,81,128.6099997,1.0
587,-0.2727348047912641,23,33.93000031,1.0
588,-0.20328906881000058,24,36.4400003,1.0
589,-0.5200569049458994,4,5.769999981,-1.0
590,1.0585322804075712,105,181.7200011,-1.0
591,-0.13309835785251078,25,41.42000008,1.0
592,-0.021684632438002966,35,58.67999971,-1.0
593,0.22956377359991925,46,80.33999979,-1.0
594,0.2742271016810551,62,104.4599996,-1.0
595,0.2764556319747448,57,87.7300005,-1.0
596,1.8837695176991027,172,253.990002,1.0
597,-0.2125612895441472,26,39.44000006,-1.0
598,-0.15131667293636158,24,39.04999948,-1.0
599,-0.40419890821399035,11,16.93999958,1.0
600,1.2032844353375778,86,142.7099985,1.0
601,-0.057798333538756734,18,27.29999983,-1.0
602,-0.2390606569388393,17,29.3799994,1.0
603,2.684377818330244,168,277.5799986,1.0
604,3.8533810406815134,258,422.8400038,1.0
605,-0.12527452194338776,22,38.50000083,-1.0
606,-0.3834802908494145,9,17.3299998,1.0
607,-0.2169384171941633,19,32.30999994,1.0
608,-0.12380695321339696,24,41.96999943,-1.0
609,2.3857036018959095,197,352.4499989,1.0
610,1.6997798824761832,147,264.5899997,1.0
611,0.7895003944650547,82,158.5999998,1.0
612,-0.5028649287777939,3,4.769999981,-1.0
613,-0.5203926232828254,3,4.820000052,1.0
614,-0.1926451988706992,25,37.25999999,1.0
615,-0.15274587385641797,28,39.5200007,-1.0
616,-0.37697374974803916,12,19.47999978,-1.0
617,-0.4374446155221477,10,16.38,1.0
618,-0.35400102354981733,16,22.67000031,1.0
619,-0.43414818118528387,10,15.99000025,-1.0
620,-0.4194756912028705,11,17.04999995,-1.0
621,0.4198393350170912,46,64.40999997,1.0
622,0.08403786783623554,30,44.21999955,1.0
623,-0.014282842438158349,27,38.18000007,1.0
624,2.9755479306049093,177,268.050002,1.0
625,0.4687678846359345,52,77.59000027,1.0
626,0.2851939006873044,30,46.77999997,1.0
627,1.7709905377144293,101,153.1199975,1.0
628,0.452547892986167,35,55.99000025,1.0
629,-0.02646462209233027,20,31.5400002,1.0
630,1.6593434081228204,98,147.339999,1.0
631,1.610299755074174,91,159.5700021,1.0
632,1.0521728159109445,69,117.6299995,1.0
633,1.8482441230173432,101,171.9799976,1.0
634,-0.31621512539942265,11,18.10000038,1.0
635,-0.5223270003670181,3,4.300000191,-1.0
636,-0.43235128875335616,7,11.57000005,-1.0
637,-0.31873780890260944,16,24.48000002,-1.0
638,1.2112489532164603,113,169.6699982,1.0
639,0.21430297719851177,43,62.14000034,1.0
640,0.423321213768638,51,76.68000025,1.0
641,1.547104774794723,130,195.1499978,1.0
642,-0.08827516389664826,25,38.36000013,1.0
643,-0.26545131553871726,15,24.56999969,1.0
644,0.2713143454435353,45,74.41000032,1.0
645,-0.21409280462402863,20,33.46999907,1.0
646,-0.5128245727732651,3,4.220000029,1.0
647,1.3052596795082234,111,147.6700006,-1.0
648,-0.0034119629567450865,39,62.14000058,-1.0
649,-0.5172400682332156,3,4.560000062,1.0
650,-0.15911493030552834,23,35.05999982,1.0
651,-0.25317681367720385,19,29.31000018,-1.0
652,1.2849535161004422,119,169.9199973,-1.0
653,0.012238906178995477,26,41.63,1.0
654,0.5959092148060516,49,75.70000076,1.0
655,2.394515408910843,170,256.4699982,1.0
656,6.511483729031761,421,612.3000032,1.0
657,0.1719033499035055,36,51.84000087,-1.0
658,0.23420947591947616,37,54.7900002,-1.0
659,1.343045577658618,127,179.050001,1.0
660,-0.3308012878094836,13,17.74000001,-1.0
661,3.2061960200255535,268,375.7199963,1.0
662,-0.5603654865994809,1,1.570000052,-1.0
663,4.85517095270368,295,429.4799981,1.0
664,0.7394879542155646,63,95.8500005,1.0
665,-0.5006268065316205,3,3.819999933,-1.0
666,2.5695941202764985,153,226.5399992,1.0
667,0.002352800485898476,34,50.72000062,1.0
668,0.06896251584951098,33,54.57000089,-1.0
669,-0.27137594485608746,16,25.22000039,1.0
670,-0.4405811839842849,7,9.970000267,1.0
671,-0.5525640319128197,1,1.730000019,1.0
672,1.0391085766282813,77,123.0900019,1.0
673,-0.029671531539347182,24,37.83000016,-1.0
674,-0.11805817635822607,20,33.03999937,1.0
675,0.6509957979193661,60,105.0199997,1.0
676,-0.47126264266182655,4,5.929999948,-1.0
677,-0.5174510911878548,2,3.75,-1.0
678,3.5472858503423668,212,343.2599944,1.0
679,-0.3041452518575594,12,19.1899997,1.0
680,0.164034751549459,38,61.02999771,1.0
681,0.21617660525030827,35,56.16999996,1.0
682,-0.0928089601038965,23,39.23000026,-1.0
683,0.7188812429632974,60,99.1799984,1.0
684,-0.29605923591388467,11,16.17999971,-1.0
685,-0.3328155978310396,16,23.97000039,1.0
686,-0.5399058519519623,2,2.620000005,1.0
687,-0.5357237606691126,2,2.779999971,1.0
688,-0.131678748884938,28,42.37000036,1.0
689,-0.3334071015675283,15,22.04999971,-1.0
690,-0.45575565281334,7,10.31999981,-1.0
691,-0.4525263621438614,7,9.809999943,-1.0
692,0.1122605893604811,43,63.45000076,-1.0
693,-0.46380330094708033,6,10.54999995,1.0
694,-0.18923685842152668,25,38.94000041,-1.0
695,-0.18821691414077055,28,38.02999961,1.0
696,2.6812540391380852,229,314.2999983,1.0
697,1.1979800856141471,124,173.76,-1.0
698,-0.17242856035276505,25,37.32000124,1.0
699,-0.5181832768941029,2,2.629999995,1.0
700,2.6660156239591393,172,263.8100007,1.0
701,1.5839858320941649,114,177.1099993,1.0
702,3.392305476747348,222,343.4199994,1.0
703,-0.1289354504746284,23,33.22999942,1.0
704,2.298765341902054,161,234.6599982,1.0
705,3.190436442094999,194,297.8299981,1.0
706,-0.2835225540178195,20,31.00999963,1.0
707,0.1662696764781378,56,84.65999889,1.0
708,0.4282003202652958,77,115.8800026,-1.0
709,0.18334015458145117,57,84.51000023,1.0
710,-0.4718797249382715,8,13.05999959,-1.0
711,-0.3461548064182326,15,23.64999962,-1.0
712,0.44417411846798427,63,89.35000026,-1.0
713,-0.3851333039940882,12,17.30000019,-1.0
714,-0.29968499395268544,16,23.33999968,-1.0
715,-0.2462226481265939,27,40.9600004,-1.0
716,-0.21674977546198582,35,50.11000001,1.0
717,0.11140690558944069,47,66.79000068,1.0
718,-0.5703730903573702,1,1.639999986,-1.0
719,-0.21229271487460638,26,36.2299993,-1.0
720,-0.014816794459745411,40,62.86999989,1.0
721,0.13026148685470365,52,71.58000052,1.0
722,2.7631693133480284,230,350.5099957,1.0
723,1.7077731762125166,162,213.6899986,1.0
724,-0.46559699606151356,8,10.96000016,-1.0
725,-0.12186937881170978,25,37.39999962,1.0
726,1.6642928556043581,135,210.8200028,1.0
727,-0.15070918261240027,26,42.41000032,1.0
728,-0.26004784897295596,22,33.19999933,-1.0
729,0.11397115422005641,50,72.91000104,-1.0
730,2.5228749170463773,210,293.8800011,1.0
731,1.2546845113796954,125,167.0499997,1.0
732,0.8404336621529703,81,123.800001,1.0
733,0.4202070265289625,56,85.70000196,-1.0
734,0.03272411936647041,43,65.17999971,1.0
735,-0.09091295082963825,37,46.43000007,1.0
736,0.11512538583558293,55,68.55999959,1.0
737,-0.5306016580428703,5,8.189999938,-1.0
738,-0.18581572870237603,33,48.54999948,-1.0
739,0.23091623890010685,61,82.27999902,-1.0
740,0.05933219555597664,48,71.53000104,-1.0
741,1.358440661394796,138,191.419996,1.0
742,2.432918389337683,233,321.8700004,1.0
743,0.1480705452992542,49,65.03000033,-1.0
744,1.266114921422652,142,194.8099988,1.0
745,0.2503687185368475,51,78.45999932,1.0
746,0.11363543588313042,39,53.62999868,1.0
747,1.9519682998574983,170,243.7699978,1.0
748,2.3622512780735074,182,262.8899981,1.0
749,-0.5260294940256877,3,4.050000191,1.0
750,-0.4487151596903777,11,16.40999985,1.0
751,0.011973528826949213,42,66.38999987,-1.0
752,-0.515887602933028,7,9.609999895,-1.0
753,-0.38689502593357605,17,22.12000012,-1.0
754,0.027138405703520715,51,78.06000042,-1.0
755,-0.25332708759944694,27,40.87999928,1.0
756,0.035297959949569725,63,88.21000016,1.0
757,-0.15531971443951728,35,48.93999863,-1.0
758,0.26663027531404393,69,95.84999895,-1.0
759,0.37484988055151297,77,106.9299998,1.0
760,1.583675692297195,183,254.419997,1.0
761,0.4528452435131586,83,117.3400005,1.0
762,2.866481036231389,276,390.2599992,-1.0
763,2.325079264882063,245,340.4099993,1.0
764,-0.2722392205796115,24,33.47000039,1.0
765,-0.018157991241532723,46,66.27999985,1.0
766,-0.17045901277613254,35,48.18000007,1.0
767,0.9682784021718849,113,156.1199993,1.0
768,2.031226603229485,194,288.3300035,-1.0
769,-0.29912866070863664,29,40.37000024,1.0
770,-0.44603580762995876,13,19.27999985,-1.0
771,-0.3020478115811455,24,34.03000015,-1.0
772,-0.3362974765825864,21,29.67000008,-1.0
773,-0.14610184810277776,32,47.78999913,-1.0
774,0.4245042212416153,79,111.6500003,-1.0
775,-0.36446584370942486,19,24.33000016,-1.0
776,1.3130963046873245,135,188.5100002,1.0
777,-0.28124926127920635,21,33.14000034,1.0
778,-0.04337843163841149,41,59.85000026,-1.0
779,-0.41855806108193944,13,21.10999966,1.0
780,-0.21831646103430716,28,38.35000062,1.0
781,-0.3590847583661253,22,30.84000027,1.0
782,-0.4437976853837854,12,14.58999991,1.0
783,-0.4665881644848189,12,15.91999972,-1.0
784,-0.38596460654266684,17,24.22000015,-1.0
785,1.721150752609644,179,238.4000007,1.0
786,0.6268144857082106,97,132.7300007,1.0
787,1.155887400798616,137,201.6000042,1.0
788,3.7459511728651944,346,465.0799981,1.0
789,1.520378397857919,163,234.9399992,-1.0
790,1.1920298777568206,139,195.0799994,-1.0
791,0.4285200520147492,68,104.6899989,-1.0
792,2.300210529409583,202,295.5499957,-1.0
793,1.6388869707927964,164,226.0300014,-1.0
794,2.121755450769701,198,287.690003,1.0
795,2.649706107419525,247,315.9000051,1.0
796,2.249513863216263,227,332.9899989,-1.0
797,1.9346484309896113,194,282.490001,1.0
798,0.418429318002002,76,115.6600008,-1.0
799,1.5937952021673931,164,247.3200026,1.0
800,-0.49223065079097605,7,11.20000017,1.0
801,-0.35153589176153216,19,25.45999998,-1.0
802,1.7020947403422253,206,299.5299983,1.0
803,0.5811056348063625,107,140.4200011,1.0
804,0.23728209803172268,73,100.8800011,1.0
805,-0.4659582929383958,10,13.35000038,-1.0
806,-0.010996000053778104,53,73.74999964,1.0
807,0.1113589458270227,55,76.75999916,-1.0
808,0.8000035824345966,109,145.8199974,1.0
809,0.31255654380552045,90,125.2700011,1.0
810,-0.3250045511918947,32,38.62999976,1.0
811,-0.5517455186342191,5,7.139999986,-1.0
812,0.36419002402473893,84,116.9899981,-1.0
813,0.8414983688786499,129,175.9700005,1.0
814,0.307476006306707,71,105.6600007,-1.0
815,1.5441088883023453,186,259.1799988,1.0
816,-0.2496373832107555,28,46.92000186,-1.0
817,1.1175131962292273,146,187.7399978,-1.0
818,2.776182395550779,265,380.6599952,1.0
819,3.9700735372794957,367,541.7000023,-1.0
820,2.881725846045324,272,409.5600026,1.0
821,0.32543853599099515,78,102.3900002,-1.0
822,0.049554798657693765,53,67.13000107,1.0
823,-0.36292793399455436,16,22.86000025,-1.0
824,0.5173575186003573,96,134.889999,-1.0
825,2.9135039846234903,266,369.069997,1.0
826,1.087698210592704,138,198.0899972,1.0
827,0.2482840675304118,66,91.00000054,1.0
828,2.1364727031970374,227,297.9100007,1.0
829,-0.23393215967760786,34,50.29000044,-1.0
830,-0.5239544349717355,6,9.419999838,-1.0
831,-0.4315679459671955,13,20.51999998,-1.0
832,-0.263411426977205,28,38.13999993,1.0
833,0.6563001476427969,97,142.0500025,1.0
834,2.9556766023763847,282,402.3000026,-1.0
835,0.7706809836922316,117,159.299999,1.0
836,1.1181814355855846,136,193.6599991,1.0
837,-0.02186368221769683,43,66.83999872,-1.0
838,0.9372931983323625,131,178.6700007,-1.0
839,0.5484322473297265,91,130.3600011,-1.0
840,0.5114296919654925,88,114.8599998,-1.0
841,-0.4901076319746059,2,3.199999928,-1.0
842,-0.36610606758412045,5,7.529999852,1.0
843,-0.4381384334184614,2,2.690000057,1.0
844,0.009684249500863362,18,27.32999969,1.0
845,0.4021965370822564,37,53.78999972,-1.0
846,0.9912575230050957,42,61.00999904,1.0
847,0.39728545741065324,34,46.66999936,1.0
848,-0.2817672267133207,9,12.10999984,-1.0
849,-0.43364620233864215,2,3.199999928,1.0
850,0.2878540688427561,22,32.09000015,1.0
851,-0.48982307071759246,2,2.960000038,1.0
852,-0.18503878055120443,16,23.69999957,-1.0
853,-0.30263292068264513,12,16.94000018,1.0
854,0.08041210979743477,33,46.64999926,1.0
855,-0.2364612378157837,9,12.67999995,-1.0
856,-0.13239494800371346,14,19.82000005,1.0
857,-0.25655318095143104,14,21.26000023,-1.0
858,0.15063479392986992,30,40.73000062,-1.0
859,-0.10009564667393792,17,25.01000023,-1.0
860,-0.28517556716249326,8,11.5199995,1.0
861,-0.4005955313976513,5,7.700000048,-1.0
862,-0.35179807179608386,9,12.14999962,1.0
863,-0.37764518642189115,10,14.96000034,-1.0
864,-0.5409002176927621,1,1.49000001,1.0
865,-0.15619897675051395,19,28.47000003,-1.0
866,-0.380551548024422,10,15.14999998,-1.0
867,0.5162000896673362,41,60.22999907,1.0
868,-0.12944702127375374,18,28.71999955,1.0
869,0.0016110228271667474,24,34.86999965,1.0
870,-0.3663330771262323,9,13.50000036,1.0
871,-0.3055105064277251,10,13.55999994,-1.0
872,-0.3211357970235094,6,9.259999871,1.0
873,-0.2728019484586493,12,17.94000006,-1.0
874,-0.167818028525648,18,25.75000024,1.0
875,-0.19529897239116184,20,30.08000076,-1.0
876,-0.4358779299498264,5,7.26000011,1.0
877,-0.2077077615874456,13,18.41999996,1.0
878,0.2569807711155424,34,50.5,1.0
879,0.5717023240549399,57,82.13999915,1.0
880,0.006477340053846449,25,36.60000038,1.0
881,-0.2503695689170036,13,19.58000016,-1.0
882,-0.15413350964904543,9,13.65000045,-1.0
883,-0.11470099298896609,21,30.26000011,-1.0
884,1.0793308307095104,81,113.6800029,1.0
885,-0.26293502667051954,9,11.42999983,1.0
886,0.8498049997294475,68,99.52000237,1.0
887,0.8191107517819277,76,110.7800021,1.0
888,1.3112162820005389,86,120.8799992,-1.0
889,-0.040990035469995106,26,35.54000032,1.0
890,1.899957536173925,86,119.6400018,1.0
891,-0.17459953893155317,8,11.18999994,-1.0
892,1.3953249160117323,100,138.9200006,1.0
893,-0.28044353727058396,10,14.48000044,1.0
894,1.531786426678414,117,163.8000002,1.0
895,1.6386247907582445,80,111.9899995,1.0
896,-0.3636952901932423,11,15.04999995,-1.0
897,2.5231690702558747,167,237.3199975,1.0
898,0.18824164230057072,33,47.87999952,1.0
899,0.9548368794248668,114,164.6400015,-1.0
900,2.172970082397135,139,200.8299961,1.0
901,1.010281562097569,72,105.2199969,1.0
902,0.9222722007430451,88,127.3200028,1.0
903,0.5456825542844279,47,68.67000008,1.0
904,-0.27791765644990263,14,20.05000019,-1.0
905,-0.3362399248676848,6,9.409999967,1.0
906,0.8135889844688686,53,77.59999979,1.0
907,-0.30778060184884376,11,16.73000002,1.0
908,2.0702978230126816,166,246.7499975,1.0
909,1.6302478189225673,152,223.1899948,1.0
910,0.4559402468478668,48,67.60999918,-1.0
911,2.9670430660694507,224,319.0000019,-1.0
912,0.2576522077893944,58,82.92999887,-1.0
913,0.13395758587838416,38,57.0,-1.0
914,1.8276118332251197,159,233.110002,1.0
915,2.208716091986018,149,217.7799966,1.0
916,3.742952089055322,223,323.0600071,1.0
917,0.29897433908874294,61,87.99000168,1.0
918,0.745582041360145,75,105.4500008,1.0
919,0.691397101780289,83,120.8999977,-1.0
920,3.040338372314132,211,301.0499992,1.0
921,0.20303563034777636,40,62.31999922,1.0
922,2.2962330664463835,195,279.219995,1.0
923,1.2870413644243726,107,158.0500023,1.0
924,-0.057609691806579266,24,36.01000071,1.0
925,-0.36689260768777565,11,16.34000051,-1.0
926,1.189190659821675,110,162.6399975,1.0
927,2.9781985068078773,235,333.7499943,1.0
928,-0.2546092119147548,23,33.71000051,-1.0
929,2.2094642642797386,160,232.5900005,1.0
930,0.08241363054901261,33,47.69000006,1.0
931,3.0152010621721113,252,358.189997,1.0
932,1.4414046557429463,120,173.8800035,-1.0
933,-0.11254919831514518,28,40.28999949,-1.0
934,1.9296478264281611,135,198.7100005,1.0
935,1.0436967272329367,114,165.6099987,1.0
