idx,im_std,clicks,spent,success
552,-0.4910380513655151,5,7.879999995,1.0
553,-0.5657945317051984,1,1.460000038,-1.0
554,0.8866285053139876,77,123.5500004,1.0
555,0.9328105592050268,75,135.7500012,1.0
556,0.7740061938865462,66,116.8800001,1.0
557,3.1679113403460115,221,365.6600009,1.0
558,0.7666139958391852,72,128.2799988,1.0
559,-0.4236290066282693,7,10.77999985,1.0
560,1.0237294794795762,89,133.6999986,1.0
561,0.20535688284880754,42,64.87999952,-1.0
562,6.7127548653126325,353,603.380002,1.0
563,2.329945582108743,125,220.559999,1.0
564,-0.08714011618608894,20,33.89999998,1.0
565,3.3322182890725838,190,318.9700032,1.0
566,2.4029467351439275,134,248.6400001,1.0
567,-0.10282615581426938,26,40.93000007,1.0
568,0.6120908386458848,70,109.2500008,-1.0
569,0.9016974626657231,84,134.1199975,1.0
570,0.3935605825295219,60,103.3899996,1.0
571,0.4492066962043797,65,116.5599996,-1.0
572,0.4738835926271878,72,120.2999994,1.0
573,-0.3768778302232032,15,25.45999968,-1.0
574,-0.1905829290867252,20,35.67999983,-1.0
